@id,http://id.worldcat.org/fast/29048,prop,http://id.loc.gov/authorities/names/n78095332,http://viaf.org/viaf/96994048,ulan:500272240,wd:Q692,http://dbpedia.org/resource/William_Shakespeare_x,bn:s00008556n,http://dbpedia.org/resource/William_Shakespeare_y
1063,,BCP47 tag for 'J9U' is undetermined. Name is 'شكسبير، وليام،'.,,BCP47 tag for 'J9U' is undetermined. Name is 'شكسبير، وليام،'.,,,,,
1064,,BCP47 tag for 'J9U|987007267964505171' is undetermined. Name is 'William Shakespeare'.,,BCP47 tag for 'J9U|987007267964505171' is undetermined. Name is 'William Shakespeare'.,,,,,
1065,,BCP47 tag for 'J9U|987007267964505171' is undetermined. Name is 'Уильям Шекспир'.,,BCP47 tag for 'J9U|987007267964505171' is undetermined. Name is 'Уильям Шекспир'.,,,,,
1066,,BCP47 tag for 'J9U|987007267964505171' is undetermined. Name is 'ויליאם שיקספיר'.,,BCP47 tag for 'J9U|987007267964505171' is undetermined. Name is 'ויליאם שיקספיר'.,,,,,
1067,,BCP47 tag for 'J9U|987007267964505171' is undetermined. Name is 'شكسبير، وليام،'.,,BCP47 tag for 'J9U|987007267964505171' is undetermined. Name is 'شكسبير، وليام،'.,,,,,
1068,,BCP47 tag for 'NYNYRILM' is undetermined. Name is 'William Shakespeare'.,,BCP47 tag for 'NYNYRILM' is undetermined. Name is 'William Shakespeare'.,,,,,
1069,,BCP47 tag for 'NYNYRILM|16666' is undetermined. Name is 'William Shakespeare'.,,BCP47 tag for 'NYNYRILM|16666' is undetermined. Name is 'William Shakespeare'.,,,,,
1070,,BCP47 tag for 'WKP' is undetermined. Name is 'William Shakespeare'.,,BCP47 tag for 'WKP' is undetermined. Name is 'William Shakespeare'.,,,,,
1071,,BCP47 tag for 'WKP|Q692' is undetermined. Name is 'William Shakespeare'.,,BCP47 tag for 'WKP|Q692' is undetermined. Name is 'William Shakespeare'.,,,,,
1072,,Warning: skos:prefLabels are not ensured against change!,,Warning: skos:prefLabels are not ensured against change!,,,,,
1073,,http://viaf.org/viaf/96994048,,http://viaf.org/viaf/96994048,,http://viaf.org/viaf/96994048,http://viaf.org/viaf/96994048,,http://viaf.org/viaf/96994048
1074,,500272240,,,500272240,500272240,,,
1075,,ulan_contrib:2500000008,,,ulan_contrib:2500000008,,,,
1076,,ulan_contrib:2500000012,,,ulan_contrib:2500000012,,,,
1077,,ulan_contrib:2500000013,,,ulan_contrib:2500000013,,,,
1078,,ulan_contrib:2500000256,,,ulan_contrib:2500000256,,,,
1079,,ulan_source:2100149014-subject-500272240,,,ulan_source:2100149014-subject-500272240,,,,
1080,,ulan_source:2100153925,,,ulan_source:2100153925,,,,
1081,,ulan_source:2100156395-subject-500272240,,,ulan_source:2100156395-subject-500272240,,,,
1082,,ulan_source:2100156593-subject-500272240,,,ulan_source:2100156593-subject-500272240,,,,
1083,,11462,,,11462,,,,
1084,,gvp:PersonConcept,,,gvp:PersonConcept,,,,
1085,,gvp:Subject,,,gvp:Subject,,,,
1086,,http://opendatacommons.org/licenses/by/1.0/,,,http://opendatacommons.org/licenses/by/1.0/,,,,
1087,,http://vocab.getty.edu/dataset/ulan,,,http://vocab.getty.edu/dataset/ulan,,,,
1088,,2009-06-16T05:30:49,,,2009-06-16T05:30:49,,,,
1089,,2012-05-01T14:15:54,,,2012-05-01T14:15:54,,,,
1090,,2010-09-27T15:52:18,,,2010-09-27T15:52:18,,,,
1091,,2010-10-04T11:47:03,,,2010-10-04T11:47:03,,,,
1092,,2012-05-01T14:11:01,,,2012-05-01T14:11:01,,,,
1093,,2012-05-01T14:15:10,,,2012-05-01T14:15:10,,,,
1094,,2012-05-01T14:15:11,,,2012-05-01T14:15:11,,,,
1095,,2015-08-03T14:39:11,,,2015-08-03T14:39:11,,,,
1096,,aat:300025492,,,aat:300025492,,,,
1097,,aat:300025511,,,aat:300025511,,,,
1098,,aat:300025513,,,aat:300025513,,,,
1099,,aat:300386629,,,aat:300386629,,,,
1100,,ulan:500299802,,,ulan:500299802,,,,
1101,,Non-Artists,,,Non-Artists,,,,
1102,,ulan_term:1500585469,,,ulan_term:1500585469,,,,
1103,,"Shakespeare, William",,,"Shakespeare, William","Shakespeare, William",,,
1104,,"Shakspere, William",,,"Shakspere, William",,,,
1105,,http://www.getty.edu/vow/ULANFullDisplay?find=&role=&nation=&subjectid=500272240,,,http://www.getty.edu/vow/ULANFullDisplay?find=&role=&nation=&subjectid=500272240,,,,
1106,,ulan_rev:5504359271,,,ulan_rev:5504359271,,,,
1107,,ulan_rev:5504359272,,,ulan_rev:5504359272,,,,
1108,,ulan_rev:5504359274,,,ulan_rev:5504359274,,,,
1109,,ulan_rev:5505192976,,,ulan_rev:5505192976,,,,
1110,,ulan_rev:5505200611,,,ulan_rev:5505200611,,,,
1111,,ulan_rev:5505945514,,,ulan_rev:5505945514,,,,
1112,,ulan_rev:5505945518,,,ulan_rev:5505945518,,,,
1113,,ulan_rev:5505945520,,,ulan_rev:5505945520,,,,
1114,,ulan_rev:5505945521,,,ulan_rev:5505945521,,,,
1115,,ulan_rev:5505945522,,,ulan_rev:5505945522,,,,
1116,,ulan_rev:5505945523,,,ulan_rev:5505945523,,,,
1117,,ulan_rev:5505945524,,,ulan_rev:5505945524,,,,
1118,,ulan_rev:5507124285,,,ulan_rev:5507124285,,,,
1119,,http://vocab.getty.edu/ulan/,,,http://vocab.getty.edu/ulan/,,,,
1120,,ulan_term:1500646551,,,ulan_term:1500646551,,,,
1121,,ulan_term:1500803247,,,ulan_term:1500803247,,,,
1122,,ulan_term:1500803248,,,ulan_term:1500803248,,,,
1123,,ulan_term:1500803249,,,ulan_term:1500803249,,,,
1124,,ulan:500272240-agent,,,ulan:500272240-agent,,,,
1125,,ulan:500272240,,,ulan:500272240,,,,
1126,,wikibase:Item,,,,wikibase:Item,,,
1127,,English playwright and poet (1564-1616),,,,English playwright and poet (1564-1616),,,
1128,,Englisc scop and plegwyrhta,,,,Englisc scop and plegwyrhta,,,
1129,,كاتب مسرحي وشاعر انجليزي,,,,كاتب مسرحي وشاعر انجليزي,,,
1130,,ইংৰাজী ভাষী নাট্যকাৰ,,,,ইংৰাজী ভাষী নাট্যকাৰ,,,
1131,,escritor inglés,,,,escritor inglés,,,
1132,,англійскі паэт і драматург,,,,англійскі паэт і драматург,,,
1133,,английски драматург и поет,,,,английски драматург и поет,,,
1134,,একজন ইংরেজ কবি ও নাট্যকার,,,,একজন ইংরেজ কবি ও নাট্যকার,,,
1135,,"engleski pjesnik, dramatičar i glumac",,,,"engleski pjesnik, dramatičar i glumac",,,
1136,,escriptor anglès,,,,escriptor anglès,,,
1137,,ھۆزانڤان و شانۆنووسی ئینگلیزی (١٥٦٤-١٦١٦),,,,ھۆزانڤان و شانۆنووسی ئینگلیزی (١٥٦٤-١٦١٦),,,
1138,,anglický básník a dramatik,,,,anglický básník a dramatik,,,
1139,,dramodydd a bardd Seisnig,,,,dramodydd a bardd Seisnig,,,
1140,,"engelsk digter, skuespilforfatter og skuespiller",,,,"engelsk digter, skuespilforfatter og skuespiller",,,
1141,,Silimiinsili lahibali sabira (1564-1616),,,,Silimiinsili lahibali sabira (1564-1616),,,
1142,,"englischer Dramatiker, Lyriker und Schauspieler (1564–1616)",,,,"englischer Dramatiker, Lyriker und Schauspieler (1564–1616)",,,
1143,,Άγγλος ποιητής και θεατρικός συγγραφέας,,,,Άγγλος ποιητής και θεατρικός συγγραφέας,,,
1144,,English playwright and poet,,,,English playwright and poet,,,English playwright and poet
1145,,angla poeto kaj dramverkisto,,,,angla poeto kaj dramverkisto,,,
1146,,escritor y dramaturgo inglés,,,,escritor y dramaturgo inglés,,,
1147,,ingeles idazlea,,,,ingeles idazlea,,,
1148,,شاعر و نمایشنامه‌نویس انگلیسی,,,,شاعر و نمایشنامه‌نویس انگلیسی,,,
1149,,englantilainen näytelmäkirjailija ja runoilija,,,,englantilainen näytelmäkirjailija ja runoilija,,,
1150,,"dramaturge, poète et acteur anglais",,,,"dramaturge, poète et acteur anglais",,,
1151,,"poeta e dramaturgo inglés, considerado desde hai tempo por moitos como o meirande escritor en lingua inglesa",,,,"poeta e dramaturgo inglés, considerado desde hai tempo por moitos como o meirande escritor en lingua inglesa",,,
1152,,"מחזאי, משורר ושחקן תיאטרון אנגלי",,,,"מחזאי, משורר ושחקן תיאטרון אנגלי",,,
1153,,"jendźelski dramatikar, basnik a dźiwadźelnik",,,,"jendźelski dramatikar, basnik a dźiwadźelnik",,,
1154,,"angol drámaíró, költő, színész",,,,"angol drámaíró, költő, színész",,,
1155,,Inggles nga aktor ken dramaturgo,,,,Inggles nga aktor ken dramaturgo,,,
1156,,drammaturgo e poeta inglese del XVI secolo (1564-1616),,,,drammaturgo e poeta inglese del XVI secolo (1564-1616),,,
1157,,イングランドの劇作家、詩人 (1564? - 1616),,,,イングランドの劇作家、詩人 (1564? - 1616),,,
1158,,잉글랜드의 극작가 및 시인,,,,잉글랜드의 극작가 및 시인,,,
1159,,"anglų rašytojas, poetas ir dramaturgas",,,,"anglų rašytojas, poetas ir dramaturgas",,,
1160,,angļu dramaturgs un dzejnieks,,,,angļu dramaturgs un dzejnieks,,,
1161,,Англиски драматург и поет,,,,Англиски драматург и поет,,,
1162,,മഹാനായ എഴുത്തുകാരനും നാടകകൃത്തുമായി കണക്കാക്കപ്പെടുന്ന ഇംഗ്ലീഷ് കവി,,,,മഹാനായ എഴുത്തുകാരനും നാടകകൃത്തുമായി കണക്കാക്കപ്പെടുന്ന ഇംഗ്ലീഷ് കവി,,,
1163,,इंग्रजी भाषेतला प्रसिद्ध कवी व नाटककार,,,,इंग्रजी भाषेतला प्रसिद्ध कवी व नाटककार,,,
1164,,engelsk poet og skuespillforfatter,,,,engelsk poet og skuespillforfatter,,,
1165,,Engels dichter en toneelspelschrijver,,,,Engels dichter en toneelspelschrijver,,,
1166,,engelsk poet og skuespillforfattar,,,,engelsk poet og skuespillforfattar,,,
1167,,ਅੰਗਰੇਜ਼ੀ ਨਾਟਕਕਾਰ ਅਤੇ ਕਵੀ,,,,ਅੰਗਰੇਜ਼ੀ ਨਾਟਕਕਾਰ ਅਤੇ ਕਵੀ,,,
1168,,English watas ampong playwright,,,,English watas ampong playwright,,,
1169,,"dramaturgo,actor y poeta Ingles",,,,"dramaturgo,actor y poeta Ingles",,,
1170,,angielski poeta i dramatopisarz,,,,angielski poeta i dramatopisarz,,,
1171,,dramaturgo e poeta inglês,,,,dramaturgo e poeta inglês,,,
1172,,inlish qillqaq,,,,inlish qillqaq,,,
1173,,"dramaturg, poet și creator de sonete englez",,,,"dramaturg, poet și creator de sonete englez",,,
1174,,английский драматург и поэт,,,,английский драматург и поэт,,,
1175,,انگلش ڊراما نويس ، شاعر ، اداڪار,,,,انگلش ڊراما نويس ، شاعر ، اداڪار,,,
1176,,"anglický spisovateľ, dramatik a herec",,,,"anglický spisovateľ, dramatik a herec",,,
1177,,енглески драматург и песник,,,,енглески драматург и песник,,,
1178,,Енглески драматург и песник,,,,Енглески драматург и песник,,,
1179,,Engleski dramaturg i pesnik,,,,Engleski dramaturg i pesnik,,,
1180,,"engelsk dramatiker, poet och skådespelare",,,,"engelsk dramatiker, poet och skådespelare",,,
1181,,นักประพันธ์บทและกลอน,,,,นักประพันธ์บทและกลอน,,,
1182,,İngiliz oyun yazarı ve şair,,,,İngiliz oyun yazarı ve şair,,,
1183,,англійський драматург і поет,,,,англійський драматург і поет,,,
1184,,Nhà thơ và nhà viết kịch Anh (1564–1616),,,,Nhà thơ và nhà viết kịch Anh (1564–1616),,,
1185,,英国剧作家,,,,英国剧作家,,,
1186,,英国戏剧家、作家、文学家,,,,英国戏剧家、作家、文学家,,,
1187,,"Шекспир, Уильям",,,,"Шекспир, Уильям","Шекспир, Уильям",,"Шекспир, Уильям"
1188,,"Шекспир, Вильям",,,,"Шекспир, Вильям",,,
1189,,विलियम शेक्सपियर,,,,विलियम शेक्सपियर,,,
1190,,.uiliam. cekspir.,,,,.uiliam. cekspir.,,,
1191,,ꯋꯤꯜꯂꯤꯌꯝ ꯁꯦꯛꯁ꯭ꯄꯤꯌꯔ,,,,ꯋꯤꯜꯂꯤꯌꯝ ꯁꯦꯛꯁ꯭ꯄꯤꯌꯔ,,,
1192,,威廉·莎士比亞,,,,威廉·莎士比亞,,,
1193,,Уильиам Шекспир,,,,Уильиам Шекспир,,,
1194,,شكسبير,,,,شكسبير,,,
1195,,Vilyam Şekspir,,,,Vilyam Şekspir,,,
1196,,Шэксьпір,,,,Шэксьпір,,,
1197,,অ্যাভনের চারণকবি,,,,অ্যাভনের চারণকবি,,,
1198,,ཞེ་ཁུ་སི་པེར།,,,,ཞེ་ཁུ་སི་པེར།,,,
1199,,William Shakespaer,,,,William Shakespaer,,,
1200,,Ο Βάρδος,,,,Ο Βάρδος,,,
1201,,Ο Βάρδος του Έιβον,,,,Ο Βάρδος του Έιβον,,,
1202,,Shackspeare,,,,Shackspeare,,,
1203,,The Bard,,,,The Bard,,,
1204,,The Bard of Avon,,,,The Bard of Avon,,,
1205,,William Shake‐ſpeare,,,,William Shake‐ſpeare,,,
1206,,"שייקספיר, וו.,",,,,"שייקספיר, וו.,",,,
1207,,Wiliam Shiekspier,,,,Wiliam Shiekspier,,,
1208,,លោក វីល្លៀម ស៊េកស្ពៀរ,,,,លោក វីល្លៀម ស៊េកស្ពៀរ,,,
1209,,វីល្លៀម សេកស្ពៀរ,,,,វីល្លៀម សេកស្ពៀរ,,,
1210,,ស៊េកស្ពៀរ,,,,ស៊េកស្ពៀរ,,,
1211,,ವಿಲಿಯಂ ಷೇಕ್ಸ್‌ಪಿಯರ್,,,,ವಿಲಿಯಂ ಷೇಕ್ಸ್‌ಪಿಯರ್,,,
1212,,विल्यम शेक्सपिअर,,,,विल्यम शेक्सपिअर,,,
1213,,विलियम शेक्स्पियर,,,,विलियम शेक्स्पियर,,,
1214,,విలియం షేక్‌స్పియర్,,,,విలియం షేక్‌స్పియర్,,,
1215,,Sếch-xpia,,,,Sếch-xpia,,,
1216,,Uy-li-am Sếch-xpia,,,,Uy-li-am Sếch-xpia,,,
1217,,s:Q692-b94ea25f-4770-04cd-faef-9f5919a67f0e,,,,s:Q692-b94ea25f-4770-04cd-faef-9f5919a67f0e,,,
1218,,s:Q692-922CD61E-3C5D-4DB4-9F19-4E28F61D7D2E,,,,s:Q692-922CD61E-3C5D-4DB4-9F19-4E28F61D7D2E,,,
1219,,s:Q692-A08E912B-5360-486F-A214-2B07803232FF,,,,s:Q692-A08E912B-5360-486F-A214-2B07803232FF,,,
1220,,s:Q692-CB36B000-9DA8-4E41-8412-15B408C8F0D4,,,,s:Q692-CB36B000-9DA8-4E41-8412-15B408C8F0D4,,,
1221,,s:Q692-D77B37A2-5B17-4D01-B443-0BA3CB397061,,,,s:Q692-D77B37A2-5B17-4D01-B443-0BA3CB397061,,,
1222,,s:Q692-9F6E3210-93FE-46F5-83F7-C0E3F0EE8F80,,,,s:Q692-9F6E3210-93FE-46F5-83F7-C0E3F0EE8F80,,,
1223,,s:Q692-003051D8-6455-4300-8E32-F4E96FD9DB58,,,,s:Q692-003051D8-6455-4300-8E32-F4E96FD9DB58,,,
1224,,s:q692-2E752C28-FAEB-4F83-AED0-D96C06ABB47E,,,,s:q692-2E752C28-FAEB-4F83-AED0-D96C06ABB47E,,,
1225,,s:Q692-B67AF091-C2F8-4F17-B702-896A5CE5CE26,,,,s:Q692-B67AF091-C2F8-4F17-B702-896A5CE5CE26,,,
1226,,s:Q692-C716EA69-6B2E-48FD-B55F-92C959A179B0,,,,s:Q692-C716EA69-6B2E-48FD-B55F-92C959A179B0,,,
1227,,s:Q692-fb8c8ffe-4bef-c365-67de-211cc41aa7cd,,,,s:Q692-fb8c8ffe-4bef-c365-67de-211cc41aa7cd,,,
1228,,s:q692-A38F30DA-1BC3-48B1-821B-1A9B17E58286,,,,s:q692-A38F30DA-1BC3-48B1-821B-1A9B17E58286,,,
1229,,s:q692-A4639216-3D82-4D66-90E7-B85AFC9BC744,,,,s:q692-A4639216-3D82-4D66-90E7-B85AFC9BC744,,,
1230,,s:q692-C647DEA0-B34E-49C3-8B81-A3518EFB9583,,,,s:q692-C647DEA0-B34E-49C3-8B81-A3518EFB9583,,,
1231,,s:q692-14A5DFF0-A3BC-4C00-8CC2-75A99DD8A066,,,,s:q692-14A5DFF0-A3BC-4C00-8CC2-75A99DD8A066,,,
1232,,s:Q692-AA020447-D7CD-47A6-AF19-3E198BB811E6,,,,s:Q692-AA020447-D7CD-47A6-AF19-3E198BB811E6,,,
1233,,s:Q692-f3a069d6-4c15-0c4b-8a2e-eb239e8988a0,,,,s:Q692-f3a069d6-4c15-0c4b-8a2e-eb239e8988a0,,,
1234,,s:Q692-B2AB09F8-CDA7-489B-B04F-9D220CF482BA,,,,s:Q692-B2AB09F8-CDA7-489B-B04F-9D220CF482BA,,,
1235,,s:Q692-5eb7cf3b-44e2-4470-044e-0bd8c15c86f5,,,,s:Q692-5eb7cf3b-44e2-4470-044e-0bd8c15c86f5,,,
1236,,s:Q692-4EC1B2F5-812F-4CA1-B390-2C5C6F587971,,,,s:Q692-4EC1B2F5-812F-4CA1-B390-2C5C6F587971,,,
1237,,s:Q692-1DDBB22B-CEEB-40E9-BBA3-850DA2A8B2C5,,,,s:Q692-1DDBB22B-CEEB-40E9-BBA3-850DA2A8B2C5,,,
1238,,s:Q692-d99db55b-4537-5003-1f1c-2927972cdd90,,,,s:Q692-d99db55b-4537-5003-1f1c-2927972cdd90,,,
1239,,s:Q692-6c621d94-4e4b-c0ef-f4fd-f707c04fd516,,,,s:Q692-6c621d94-4e4b-c0ef-f4fd-f707c04fd516,,,
1240,,s:Q692-2B369967-0148-4F9F-A8DE-4CB223284E65,,,,s:Q692-2B369967-0148-4F9F-A8DE-4CB223284E65,,,
1241,,s:Q692-1c587d35-4529-892e-9c7b-04976def97f5,,,,s:Q692-1c587d35-4529-892e-9c7b-04976def97f5,,,
1242,,s:Q692-DDCE12F0-288C-436A-BD05-2FC03A48C634,,,,s:Q692-DDCE12F0-288C-436A-BD05-2FC03A48C634,,,
1243,,s:Q692-6dea87a1-4687-4d56-fdca-b50f4724b711,,,,s:Q692-6dea87a1-4687-4d56-fdca-b50f4724b711,,,
1244,,s:Q692-4BA633E9-C972-4C6A-A8C4-6CEA6E3D0B62,,,,s:Q692-4BA633E9-C972-4C6A-A8C4-6CEA6E3D0B62,,,
1245,,s:Q692-F979BB45-23DC-4345-AFBB-FE8E889F5E79,,,,s:Q692-F979BB45-23DC-4345-AFBB-FE8E889F5E79,,,
1246,,s:Q692-825A7761-B1A8-41B6-AE90-D8EA70EEC11B,,,,s:Q692-825A7761-B1A8-41B6-AE90-D8EA70EEC11B,,,
1247,,s:Q692-82C9656D-A597-494D-9E08-4209F6E222FD,,,,s:Q692-82C9656D-A597-494D-9E08-4209F6E222FD,,,
1248,,s:Q692-05578738-4229-904d-3eaf-24e7b16b3b21,,,,s:Q692-05578738-4229-904d-3eaf-24e7b16b3b21,,,
1249,,s:Q692-122A08DC-3215-48C7-9070-B1BE74047ABD,,,,s:Q692-122A08DC-3215-48C7-9070-B1BE74047ABD,,,
1250,,s:Q692-125aa220-46ec-9042-26d7-a2129a6bc890,,,,s:Q692-125aa220-46ec-9042-26d7-a2129a6bc890,,,
1251,,s:Q692-182DE5E8-F932-44CA-A455-AF9B92CBF6FD,,,,s:Q692-182DE5E8-F932-44CA-A455-AF9B92CBF6FD,,,
1252,,s:Q692-306EF087-47D6-4C03-9FDC-770FFFBCA877,,,,s:Q692-306EF087-47D6-4C03-9FDC-770FFFBCA877,,,
1253,,s:Q692-3C67A9F1-19E6-4B59-A657-2F8D93244432,,,,s:Q692-3C67A9F1-19E6-4B59-A657-2F8D93244432,,,
1254,,s:Q692-42746A6A-405A-44C6-B995-A459E8BCC6F2,,,,s:Q692-42746A6A-405A-44C6-B995-A459E8BCC6F2,,,
1255,,s:Q692-66E3161C-6856-41B6-ACD1-FA7A6252AA08,,,,s:Q692-66E3161C-6856-41B6-ACD1-FA7A6252AA08,,,
1256,,s:Q692-6E5FDD89-E1F9-40FD-AAA1-49D0F022AD59,,,,s:Q692-6E5FDD89-E1F9-40FD-AAA1-49D0F022AD59,,,
1257,,s:Q692-9EF7DEA0-6543-434D-8B61-4756A3D314F4,,,,s:Q692-9EF7DEA0-6543-434D-8B61-4756A3D314F4,,,
1258,,s:Q692-AD7FBD1C-B58F-4910-91F5-3C4EFD26F0F0,,,,s:Q692-AD7FBD1C-B58F-4910-91F5-3C4EFD26F0F0,,,
1259,,s:Q692-B4C16299-4CDE-4E6E-8988-8FC9DA139B83,,,,s:Q692-B4C16299-4CDE-4E6E-8988-8FC9DA139B83,,,
1260,,s:Q692-EAFEF0ED-9A49-4411-A473-D06E5789D4EC,,,,s:Q692-EAFEF0ED-9A49-4411-A473-D06E5789D4EC,,,
1261,,s:Q692-EBF490A9-7E4D-49D8-AD9C-E19C6436B378,,,,s:Q692-EBF490A9-7E4D-49D8-AD9C-E19C6436B378,,,
1262,,s:Q692-f0ded621-409d-1bd6-ecdc-92ca67a5ae73,,,,s:Q692-f0ded621-409d-1bd6-ecdc-92ca67a5ae73,,,
1263,,s:Q692-f259031b-efaa-437c-abf0-7a7c7ad4d9e5,,,,s:Q692-f259031b-efaa-437c-abf0-7a7c7ad4d9e5,,,
1264,,s:Q692-55C3D7AD-5CD1-4E79-8C98-815FE5D7804A,,,,s:Q692-55C3D7AD-5CD1-4E79-8C98-815FE5D7804A,,,
1265,,s:Q692-0F5A63A2-6AFF-478B-8AA2-C8D40F07FA4E,,,,s:Q692-0F5A63A2-6AFF-478B-8AA2-C8D40F07FA4E,,,
1266,,s:Q692-6DEA8193-AFE8-48EC-9FD8-6D0E1145FC5D,,,,s:Q692-6DEA8193-AFE8-48EC-9FD8-6D0E1145FC5D,,,
1267,,s:Q692-C43715C9-AAEC-4AB5-8679-A2D6F279D333,,,,s:Q692-C43715C9-AAEC-4AB5-8679-A2D6F279D333,,,
1268,,s:Q692-ca72080e-49c1-f3a1-0c92-792643302ffd,,,,s:Q692-ca72080e-49c1-f3a1-0c92-792643302ffd,,,
1269,,s:Q692-E7CB9641-C30A-47F9-BC89-D7E4A49B5BEB,,,,s:Q692-E7CB9641-C30A-47F9-BC89-D7E4A49B5BEB,,,
1270,,s:Q692-19ECEBFB-5A49-4369-8B40-3889CF800D78,,,,s:Q692-19ECEBFB-5A49-4369-8B40-3889CF800D78,,,
1271,,s:Q692-e09bf977-d72f-4791-aa73-048f12c236a9,,,,s:Q692-e09bf977-d72f-4791-aa73-048f12c236a9,,,
1272,,s:Q692-4A6F4159-939B-40AE-B6A5-8DB2D7A8BC9E,,,,s:Q692-4A6F4159-939B-40AE-B6A5-8DB2D7A8BC9E,,,
1273,,s:Q692-E49BF577-F8C9-48E0-9B53-E699D4AB8C18,,,,s:Q692-E49BF577-F8C9-48E0-9B53-E699D4AB8C18,,,
1274,,s:Q692-56ba80ce-417c-4932-ee1d-c8fee945532b,,,,s:Q692-56ba80ce-417c-4932-ee1d-c8fee945532b,,,
1275,,s:Q692-9a3a3322-4e3a-090d-ae92-6124f7c0a6d7,,,,s:Q692-9a3a3322-4e3a-090d-ae92-6124f7c0a6d7,,,
1276,,s:Q692-04B2C3D1-D13F-4B23-AC67-D9533510CC82,,,,s:Q692-04B2C3D1-D13F-4B23-AC67-D9533510CC82,,,
1277,,s:Q692-F7143F97-9E2A-4315-9C9D-03B7B03F0F3B,,,,s:Q692-F7143F97-9E2A-4315-9C9D-03B7B03F0F3B,,,
1278,,s:Q692-2664D952-B272-4E5E-B621-E95695741F08,,,,s:Q692-2664D952-B272-4E5E-B621-E95695741F08,,,
1279,,s:Q692-9613952b-4257-f62a-4ba2-c9a1943f00e0,,,,s:Q692-9613952b-4257-f62a-4ba2-c9a1943f00e0,,,
1280,,s:Q692-080B5184-F58F-43DA-85AF-37EEEDDDF9FC,,,,s:Q692-080B5184-F58F-43DA-85AF-37EEEDDDF9FC,,,
1281,,s:Q692-D5BDD747-4BA6-4D7A-9E78-CD1220922411,,,,s:Q692-D5BDD747-4BA6-4D7A-9E78-CD1220922411,,,
1282,,s:Q692-93EDB8CE-2711-41D2-9E70-E2207B5FA167,,,,s:Q692-93EDB8CE-2711-41D2-9E70-E2207B5FA167,,,
1283,,s:Q692-86c3fec1-4628-275f-3b01-c38542d226da,,,,s:Q692-86c3fec1-4628-275f-3b01-c38542d226da,,,
1284,,s:Q692-78A1620D-DFC0-4BB0-B7FD-A3E207DEE543,,,,s:Q692-78A1620D-DFC0-4BB0-B7FD-A3E207DEE543,,,
1285,,s:Q692-033F36C0-C3BC-4EB4-BF4C-B0BE8149C85E,,,,s:Q692-033F36C0-C3BC-4EB4-BF4C-B0BE8149C85E,,,
1286,,s:Q692-384EF599-003C-4172-8635-B837293D0BDF,,,,s:Q692-384EF599-003C-4172-8635-B837293D0BDF,,,
1287,,s:Q692-8e50b8d1-47e1-4a11-1154-4d483e0be2c3,,,,s:Q692-8e50b8d1-47e1-4a11-1154-4d483e0be2c3,,,
1288,,s:Q692-2A6A4769-B4C4-40E6-AF1F-1982F45A2859,,,,s:Q692-2A6A4769-B4C4-40E6-AF1F-1982F45A2859,,,
1289,,s:Q692-BED1E368-E3CF-4AB6-89C7-17972DD40D64,,,,s:Q692-BED1E368-E3CF-4AB6-89C7-17972DD40D64,,,
1290,,s:Q692-30B773C1-184B-48A6-8526-38EB93AD3FC2,,,,s:Q692-30B773C1-184B-48A6-8526-38EB93AD3FC2,,,
1291,,s:Q692-3C126413-363B-4556-A92F-A243D1D7ADB7,,,,s:Q692-3C126413-363B-4556-A92F-A243D1D7ADB7,,,
